学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202100340,rfauzy,23,男,15797528541,137,104,90,20,81,93,93,21,78,10,590
202100341,jckhcf,23,男,17751473643,73,54,3,110,22,40,61,64,45,52,451
202100342,trirwy,24,女,13025332471,39,149,72,134,71,67,3,59,70,29,654
202100343,ujqpgp,24,男,17564221714,88,83,115,48,51,86,49,39,2,46,519
202100344,zepckh,18,女,13041335418,36,150,67,107,44,9,72,71,74,96,690
202100345,qzehjh,17,女,18522070957,162,117,36,13,29,92,34,7,63,52,443
202100346,sytiik,17,女,18012142291,17,62,57,118,19,44,31,29,52,92,504
202100347,ivhfjk,26,女,17887100771,3,137,77,105,30,9,19,92,11,49,529
202100348,fslnep,26,女,15998140557,162,25,67,23,26,78,1,83,78,5,386
202100349,fqrogc,16,女,15390669576,23,150,33,119,92,54,50,51,21,4,574
202100350,xollpk,23,男,13568726326,153,60,148,3,0,90,49,34,99,33,516
202100351,lrewuy,20,女,17859431113,114,2,147,74,8,16,35,48,54,4,388
202100352,ygghpu,24,男,15855160886,153,5,71,14,38,33,97,36,61,71,426
202100353,yujyrf,17,女,13341853034,113,131,43,116,48,50,33,21,2,40,484
202100354,jpvqgj,16,女,14911500449,114,74,13,25,32,13,63,75,80,51,426
202100355,ldozcv,17,男,18847077161,31,130,59,73,30,88,91,54,78,46,649
202100356,lkgbwt,16,男,15722474625,46,78,139,86,40,3,84,39,15,13,497
202100357,zhyche,24,女,18072700094,121,65,39,129,21,37,52,4,43,82,472
202100358,jydeny,17,男,15898697742,62,39,3,131,72,87,63,96,92,97,680
202100359,zbabaz,20,男,18644831861,20,47,126,118,7,57,56,62,75,17,565
202100360,wpfxct,25,男,17767639408,133,104,92,131,42,16,99,26,87,28,625
202100361,xqdhdt,20,男,17825043500,40,55,94,9,75,80,58,86,85,17,559
202100362,cfftuu,24,女,18767807117,133,41,16,10,8,7,6,46,4,63,201
202100363,aizwwb,21,男,14940468136,70,78,47,3,38,51,24,78,92,76,487
202100364,nxdayw,26,男,15846461351,11,52,8,16,6,29,20,41,19,28,219
202100365,cuomev,21,男,17568294425,94,150,112,45,63,69,56,92,48,66,701
202100366,mbdfze,18,女,18960339180,61,63,108,36,100,30,27,7,36,21,428
202100367,sshysn,16,男,15316712294,60,51,99,149,73,78,41,82,27,32,632
202100368,gusdnj,26,男,13677816878,102,109,56,74,89,54,82,79,70,59,672
202100369,xetodv,17,男,13051879544,33,53,34,148,73,9,36,93,63,90,599
202100370,ktdjma,23,男,18597645253,150,118,140,5,25,54,43,45,3,11,444
202100371,gjyecd,19,男,17734300990,144,91,93,28,81,2,30,61,42,60,488
202100372,dspefv,17,女,13368597616,106,28,90,1,70,51,100,90,46,76,552
202100373,oxvuvf,21,男,13551378367,147,65,6,105,1,80,5,51,50,69,432
202100374,dmywak,19,男,15925593792,125,81,30,41,4,4,30,7,14,7,218
202100375,kzborr,21,男,18862913142,97,142,96,79,46,88,78,52,75,32,688
202100376,aabebt,17,男,13332001265,33,107,0,44,39,55,16,21,55,93,430
202100377,grdmcu,17,男,18028251647,101,104,114,32,1,79,77,34,37,85,563
202100378,roickf,23,女,15364928420,129,23,43,69,22,15,49,6,37,11,275
202100379,aoigjo,25,女,17567732394,48,36,75,109,82,90,65,91,53,37,638
202100380,hojuom,23,男,14916839732,98,36,55,30,10,82,53,28,90,98,482
202100381,nusorq,25,女,15849681276,42,76,141,85,62,79,100,50,73,22,688
202100382,ubclpi,26,女,18668415566,114,75,104,136,79,29,49,66,51,58,647
202100383,qxzjzj,18,男,17570048633,55,26,4,57,72,27,1,45,21,40,293
202100384,pdjtaa,25,女,13612476597,34,133,24,47,38,61,19,18,1,49,390
202100385,boveef,19,女,15989967865,62,132,99,49,52,41,4,30,80,22,509
202100386,hbpzpt,22,女,18627179241,103,64,31,23,78,44,52,5,93,35,425
202100387,cyrpis,22,女,18111116966,166,27,114,19,50,24,80,34,22,16,386
202100388,ryhysv,25,男,17352820919,42,106,107,65,16,47,79,70,100,40,630
202100389,hhqywn,17,女,17882774992,151,55,27,4,62,85,30,57,75,92,487
202100390,kfpxdv,23,女,13577069084,65,47,12,30,57,31,89,85,69,6,426
202100391,kdcgsh,18,男,15383606386,106,97,128,78,41,85,21,22,92,19,583
202100392,nnqluo,19,女,18022846256,128,53,120,125,31,9,85,61,74,39,597
202100393,ookjgy,26,女,13044689979,103,127,59,102,24,82,94,14,20,82,604
202100394,ukfvvs,24,男,18173200754,109,142,2,150,56,73,11,11,5,9,459
202100395,ogpvtm,24,女,14927083032,45,31,63,117,68,85,30,40,2,53,489
202100396,uriikj,21,男,13311502802,87,40,84,23,46,14,17,1,96,33,354
202100397,avfjws,19,女,18698856092,154,77,73,83,31,50,6,53,0,86,459
202100398,hzzgzz,25,女,18179217146,125,66,72,128,27,78,77,60,7,53,568
202100399,uiwnwg,16,男,15737031953,122,82,60,32,16,52,31,9,95,48,425
202100400,xvxxij,24,女,17734549966,92,108,35,32,52,67,96,59,60,14,523
202100401,edfvfk,17,女,17747563300,121,71,34,10,6,41,20,42,27,24,275
202100402,dluvly,23,女,13532355724,69,133,60,51,43,57,82,49,71,93,639
202100403,mqhoca,19,男,13527086366,138,2,87,51,60,59,41,62,7,43,412
202100404,tuakik,18,女,18951578125,28,45,90,42,16,61,70,67,14,45,450
202100405,ukrdpj,18,女,13672099923,26,34,36,139,57,66,95,16,70,58,571
202100406,ljpvpi,22,男,15947273821,72,37,95,37,11,35,78,28,51,99,471
202100407,tjvwtp,25,男,15763262327,124,62,15,67,14,1,46,3,77,3,288
202100408,ljbwwx,21,女,15813116478,67,138,35,132,42,20,48,4,89,37,545
202100409,odiagy,22,男,13517284512,163,109,36,123,53,30,80,0,26,62,519
202100410,nwuvnx,24,女,18798968371,88,22,90,130,95,81,43,41,40,66,608
202100411,souohl,21,男,15880457977,7,61,59,7,51,71,16,87,95,88,535
202100412,rkkmyd,16,女,18030107818,119,91,127,59,80,18,14,50,46,3,488
202100413,jqfyrp,21,女,17512937592,152,132,47,118,73,45,76,64,69,22,646
202100414,egylws,16,男,17379651473,25,35,79,107,37,54,31,63,34,81,521
202100415,qycyvp,22,女,13048440026,84,130,135,23,52,81,40,73,91,14,639
202100416,mwupgf,22,男,14917229480,162,7,149,57,45,67,20,2,97,34,478
202100417,fprrfm,24,女,18579265749,103,100,49,1,100,35,72,81,84,96,618
202100418,ofqifi,16,男,17562179765,87,63,136,95,37,80,86,24,69,41,631
202100419,zyzofi,26,男,18641321853,9,98,17,123,63,19,66,87,48,13,534
202100420,ylvaxd,26,男,13567266196,118,70,120,79,96,54,15,30,81,2,547
202100421,ibzmik,17,男,18927875750,13,66,6,101,9,54,65,35,79,83,498
202100422,irxjik,26,女,15939954729,50,105,103,91,87,49,60,85,91,55,726
202100423,glntdc,26,男,18566328947,161,25,54,56,19,0,83,55,71,97,460
202100424,xqazbq,22,女,18713729258,37,1,5,117,49,28,63,65,51,1,380
202100425,ldxyzw,22,女,15917575990,28,68,29,47,3,16,22,24,7,71,287
202100426,pjwmlg,20,女,18011381632,1,112,70,89,76,87,84,94,100,95,807
202100427,cdjyra,19,男,17731702524,134,101,28,93,23,89,30,41,97,89,591
202100428,uklmee,20,男,18761948359,24,111,4,30,37,25,31,4,99,58,399
202100429,aresci,25,男,17796062279,28,125,14,118,30,82,48,38,19,64,538
202100430,xbxuhp,17,男,15928744743,6,33,0,53,16,29,51,76,24,11,293
202100431,fslcrd,18,男,17723709292,156,27,43,130,39,99,73,5,82,45,543
202100432,okvels,24,男,13592770348,25,119,122,126,78,26,23,100,53,2,649
202100433,ewmpam,23,男,15393848355,117,24,48,127,73,63,42,84,0,94,555
202100434,twgngo,18,男,15875815459,5,7,26,4,6,99,22,71,51,45,331
202100435,xicagt,19,男,13531884975,84,80,75,40,98,22,78,49,56,75,573
202100436,kjqkyi,23,女,13336834669,146,69,132,41,74,10,1,71,36,42,476
202100437,qsmdzg,22,女,18511564425,1,130,116,134,12,75,34,43,100,18,662
202100438,unaloi,23,男,15374352806,155,136,30,117,90,99,33,39,57,20,621
202100439,rgieeg,24,男,17576019512,89,61,148,99,89,4,37,82,51,45,616
202100440,iexkjc,16,女,17766084831,47,19,15,11,18,58,21,28,39,90,299
202100441,ugkibx,23,男,17860008800,87,80,110,108,94,57,57,76,66,57,705
202100442,eowfkw,19,男,15756516011,14,118,140,12,98,73,33,59,18,32,583
202100443,ocpyvb,16,男,18636117296,19,84,126,77,4,14,5,12,98,30,450
202100444,nkrxqf,16,男,13337414241,67,120,127,15,16,24,51,65,48,69,535
202100445,wkieip,26,女,13055511971,36,35,45,99,63,79,2,59,93,7,482
202100446,cznkgi,18,女,13378175621,147,84,24,83,61,3,32,33,32,36,388
202100447,fnnjrw,21,女,18595273670,151,56,57,106,77,7,68,78,71,17,537
202100448,xtlqjk,19,男,13672155613,15,30,95,144,32,11,97,77,35,32,553
202100449,qbqvyj,25,男,18560849537,61,140,97,12,99,69,52,15,88,0,572
202100450,slpjmg,18,男,18585853845,100,43,70,26,6,74,73,19,60,1,372
202100451,aizfkr,23,男,13685923031,61,65,53,20,3,25,68,86,99,29,448
202100452,orxkjl,18,女,18161053663,12,111,24,48,94,26,56,35,67,31,492
202100453,yqwklf,19,男,18081131649,13,82,35,83,48,34,56,54,64,96,552
202100454,upaeou,18,男,15773483334,86,83,19,14,99,36,52,23,69,20,415
202100455,ntzqxo,25,男,15742785285,59,139,128,94,26,2,28,48,0,14,479
202100456,dhrvqx,22,女,13599047701,96,99,30,12,63,19,97,63,65,49,497
202100457,bqeryv,21,女,13383507756,128,138,111,11,73,39,81,52,100,32,637
202100458,cdpuex,17,女,15886529320,116,12,102,103,61,78,11,18,93,41,519
202100459,tlzonr,24,女,18194121142,109,147,139,142,75,43,33,64,34,85,762
202100460,fbxzos,19,男,18760743229,73,149,124,60,25,18,44,48,47,25,540
202100461,rcwujj,25,女,18554387196,147,1,9,125,44,57,12,64,50,33,395
202100462,iifpzj,20,女,17522899382,151,95,70,61,86,17,0,62,13,29,433
202100463,fpbjej,24,男,18189598369,124,119,100,131,78,32,72,15,52,37,636
202100464,qwdkqx,17,女,17778390781,127,135,15,125,94,20,89,62,67,85,692
202100465,vgrjii,20,女,14929266501,116,60,130,6,28,97,82,98,47,73,621
202100466,ouwvlw,26,男,13186971491,77,112,109,12,14,33,87,41,58,20,486
202100467,xooieh,17,男,13628795196,62,80,15,127,57,6,29,2,89,1,406
202100468,opilkx,23,女,15354730065,123,0,1,106,27,58,86,10,64,15,367
202100469,tphyli,19,女,17344452298,40,83,59,83,13,46,7,62,77,21,451
202100470,qshusp,16,女,18622602268,43,3,140,139,34,68,43,60,80,27,594
202100471,bqvykl,25,女,18153114751,163,77,113,127,6,17,7,4,78,26,455
202100472,kctghb,26,男,17581174398,117,105,113,141,26,62,62,42,68,32,651
202100473,zdtbph,25,男,14910529028,24,105,85,108,35,95,74,28,93,42,665
202100474,bbcerx,17,女,18575402200,35,26,95,82,7,28,44,86,52,72,492
202100475,diitve,21,女,18537377670,50,3,10,73,48,10,24,12,98,70,348
202100476,bzifnw,25,男,13078927468,101,91,78,123,42,3,49,81,99,20,586
202100477,ppdrme,25,男,18126278012,89,17,72,73,13,99,32,60,44,24,434
202100478,mppayq,18,男,17318663010,7,28,112,15,18,9,73,62,46,61,424
202100479,rhvirh,19,男,13077681562,66,74,32,1,4,9,70,95,48,5,338
202100480,hokgfc,19,女,18742131122,103,71,23,5,9,78,46,89,62,49,432
202100481,skxamb,24,女,15718665986,27,6,142,18,90,15,33,75,73,37,489
202100482,rywhro,18,女,18859182683,106,46,52,101,21,67,92,26,3,44,452
202100483,ojuxoa,22,男,18916573659,102,142,123,83,18,15,30,80,6,93,590
202100484,iktqab,16,女,17713954746,90,130,25,86,76,29,42,78,49,39,554
202100485,nfeovp,21,女,14992046012,84,93,146,104,18,82,68,36,20,11,578
202100486,rwnfhh,23,男,15822308580,134,29,145,88,65,80,56,39,22,72,596
202100487,jcnily,20,男,18082206265,46,17,86,115,21,75,8,61,4,42,429
202100488,irskxe,16,女,15823713564,23,116,127,49,31,49,83,49,15,52,571
202100489,vjgbsp,20,男,15733458949,144,46,38,112,80,21,94,27,2,87,507
202100490,wwccdt,25,男,18692836789,91,26,10,104,7,86,29,27,89,49,427
202100491,abfqzl,25,男,17343170146,78,25,50,40,35,44,28,39,30,66,357
202100492,fculqh,20,男,18775662388,108,142,12,125,57,7,24,26,47,47,487
202100493,kvzkaa,19,女,18967834855,49,5,63,56,52,66,99,54,68,26,489
202100494,mcknij,18,女,13576909213,81,11,49,55,65,14,15,60,39,10,318
202100495,nljbzu,20,女,13382124206,82,16,4,34,73,84,53,34,71,70,439
202100496,wxfqqv,23,男,15844869283,45,95,15,95,13,81,0,78,76,37,490
202100497,exnlen,24,男,18768240832,134,133,48,51,43,90,42,19,49,53,528
202100498,edsddk,20,男,18736700816,10,58,34,135,47,67,3,29,72,96,541
202100499,sdgkgv,21,女,13621833038,56,106,81,148,22,54,88,37,7,84,627
202100500,wrwbbj,25,女,18789452539,118,70,119,121,28,53,90,75,79,64,699
202100501,lbzkvi,22,女,15395869538,101,112,87,39,46,49,63,99,22,49,566
202100502,fdcqgo,18,女,13091706229,132,143,77,136,94,3,52,68,13,79,665
202100503,nrxuus,16,男,15399958070,39,139,130,78,30,46,62,21,1,49,556
202100504,oxnrmk,20,男,17847555856,135,51,116,26,74,40,92,10,65,45,519
202100505,ibdpgi,22,男,13069763084,74,81,91,86,84,53,86,25,46,74,626
202100506,rnedne,21,女,15930553027,2,142,13,43,35,94,89,84,24,3,527
202100507,phvnfy,19,男,13158895056,116,11,9,69,98,48,72,14,3,14,338
202100508,bbxmaj,20,男,13128258804,51,106,38,19,80,38,77,62,14,55,489
202100509,kncdvf,17,男,18070405486,86,106,126,106,77,47,8,97,0,10,577
202100510,eepqfa,22,女,13665581129,49,69,29,113,74,62,94,58,37,20,556
202100511,giggma,25,女,18927786928,9,30,69,23,64,94,97,90,62,61,590
202100512,gxgdzm,19,男,13091806596,74,106,40,102,44,38,18,89,86,59,582
202100513,thwtso,22,女,14937216552,163,73,37,149,79,87,34,78,96,61,694
202100514,ytwsgy,17,男,18841978032,71,77,149,73,34,85,12,42,25,23,520
202100515,hxllla,21,女,17317949981,33,38,46,38,9,54,25,81,91,86,468
202100516,yoyeqg,19,男,13520560050,133,73,34,49,17,89,39,94,67,16,478
202100517,trjtvi,26,女,18651792084,2,19,116,80,20,23,27,22,67,36,410
202100518,rleaog,21,女,15921441501,45,74,63,69,48,26,55,94,84,12,525
202100519,zlvogj,23,男,17588571025,72,5,91,42,19,14,3,47,69,7,297
202100520,mcjrus,26,女,18138720853,117,105,121,127,33,55,88,52,78,10,669
202100521,ccdkqa,20,女,17515107602,14,47,34,62,67,12,25,25,96,49,417
202100522,kipesd,21,男,18516111258,145,24,115,27,23,60,79,0,58,100,486
202100523,lglqek,25,女,18890254221,106,114,108,140,10,3,46,13,10,68,512
202100524,etcpgj,16,女,17342398645,162,109,130,136,17,19,63,12,68,87,641
202100525,ydmink,22,女,15350995998,70,14,13,81,8,19,63,74,42,14,328
202100526,ssqxrb,23,女,15855582952,59,9,53,84,59,39,35,85,9,95,468
202100527,triref,18,男,18513709439,44,109,12,35,72,93,14,94,79,82,590
202100528,ltxaqh,19,女,17817438818,131,1,101,99,55,48,88,56,69,67,584
202100529,qexztp,17,女,15977312755,60,42,85,51,45,61,1,75,5,88,453
202100530,sgecnn,22,男,18571492798,104,63,100,101,8,28,24,71,6,100,501
202100531,xkfzbd,24,女,17824585315,112,148,41,145,23,34,17,74,57,21,560
202100532,tbcfqt,19,男,17337061434,158,112,21,70,22,10,55,54,87,98,529
202100533,veajvz,26,男,18883881905,122,100,43,62,47,82,29,32,46,79,520
202100534,zcumdv,18,女,18765830729,138,19,57,114,90,50,36,44,21,56,487
202100535,bgwjsv,24,男,14956106143,2,130,113,42,65,36,4,30,10,62,492
202100536,vpcbsr,22,男,18680854067,92,107,111,48,24,18,78,91,75,2,554
202100537,vnxoeh,18,女,13024102649,136,94,72,21,64,18,59,65,47,19,459
202100538,mopsiy,23,女,15786368918,129,23,70,136,51,55,20,15,93,80,543
202100539,oasqgi,17,男,15747633748,157,10,78,21,43,49,66,13,3,88,371
202100540,eexixc,21,女,13390952762,140,120,61,64,5,39,50,96,82,17,534
202100541,esusif,17,男,13166038499,39,20,138,128,59,91,41,1,58,97,633
202100542,umkmhd,20,男,18029944826,27,72,52,55,57,14,31,41,80,65,467
202100543,lerrfy,18,男,18012545863,80,72,141,65,13,26,44,9,30,89,489
202100544,kbeadt,24,女,17759899442,49,88,112,61,7,63,47,61,31,95,565
202100545,yqpsai,25,男,15712936220,6,93,96,68,81,79,80,48,89,9,643
202100546,qayfmj,23,女,17781485227,57,146,132,96,86,83,93,52,67,26,781
202100547,xeokxu,16,男,15393222441,47,91,128,102,38,96,36,7,55,41,594
202100548,slealf,24,女,18171626651,165,4,44,119,12,11,67,13,60,42,372
202100549,hclsdp,24,女,15828954097,6,36,33,56,27,99,78,99,27,2,457
202100550,bbgcds,22,男,17581690559,158,20,61,11,72,48,91,60,52,50,465
202100551,gqbgtm,17,女,13523853127,34,81,62,119,85,84,94,5,24,60,614
202100552,ywmytm,26,男,13096439607,108,127,140,149,37,89,26,98,54,26,746
202100553,sabhlu,24,女,13320279819,114,87,27,52,48,100,76,70,81,41,582
202100554,hamabc,26,女,15311550537,141,1,48,118,72,56,28,5,46,92,466
202100555,jwiyna,18,女,17389522182,90,72,108,136,40,36,75,48,21,74,610
202100556,fqklmq,20,女,18945041655,40,25,17,12,53,85,35,49,23,44,343
202100557,ljmecp,17,女,13366433671,141,136,25,71,72,39,100,64,1,73,581
202100558,ewsvwy,24,女,13618991559,139,75,65,89,52,38,29,74,77,21,520
202100559,lffbqi,25,女,17890672110,39,13,145,98,24,66,28,19,37,45,475
202100560,cwjjhh,16,女,18685565357,28,149,139,85,68,24,82,19,41,18,625
202100561,grwzcs,23,男,13074146556,93,80,142,67,94,88,70,69,65,100,775
202100562,mhrdrj,25,男,13567510975,8,112,42,8,33,82,17,59,71,59,483
202100563,cdulds,18,男,17760029354,164,87,84,3,10,5,3,43,57,8,300
202100564,xkxqby,22,女,13180044299,165,62,28,137,36,12,85,88,78,52,578
202100565,zpidnm,20,男,13536463198,82,102,10,72,87,89,30,79,58,75,602
202100566,zuhuhi,23,女,17873591937,156,3,66,2,16,70,83,35,39,45,359
202100567,njckec,19,男,13116224687,86,63,17,148,41,47,22,64,48,37,487
202100568,hmdzwp,19,女,15775276732,23,8,148,29,90,3,70,76,6,29,459
202100569,ohhhez,18,女,15926494525,121,120,58,129,73,24,53,47,32,18,554
202100570,dtizoe,24,男,18570124141,159,96,62,2,25,85,73,75,71,60,549
202100571,kwciyp,23,女,15920999291,75,138,88,76,68,38,63,74,4,17,566
202100572,dhsqau,22,女,13134438549,17,124,39,95,57,9,80,83,9,1,497
202100573,aafgdq,19,女,17358270461,12,23,18,38,78,25,34,85,1,27,329
202100574,upfwcw,17,女,17520112032,124,143,138,61,88,15,43,62,74,82,706
202100575,kzxyli,16,女,17766252931,156,119,88,62,1,82,79,83,57,28,599
202100576,jkcocf,21,男,17769776364,48,120,59,24,80,93,11,67,10,8,472
202100577,ojcgzm,24,男,15369321984,81,16,0,106,100,96,49,42,22,38,469
202100578,opyash,26,男,13049432745,52,125,89,45,66,46,60,4,28,14,477
202100579,bgjwuw,17,男,17329538810,63,144,94,67,31,33,31,10,51,21,482
202100580,qubyyn,18,女,17763380090,163,9,42,50,60,100,33,7,50,28,379
202100581,nszeuk,25,男,18863548346,29,144,109,80,57,50,33,75,41,74,663
202100582,lwkxka,23,女,18836726717,20,32,61,49,25,92,38,38,96,47,478
202100583,mljjfc,25,女,17847040111,58,70,88,116,92,70,66,63,93,100,758
202100584,rvevkg,23,女,15991851377,55,48,104,40,20,22,64,82,92,70,542
202100585,yrdnlf,20,女,13313827283,79,130,85,10,31,69,13,71,36,70,515
202100586,ksczjw,22,女,18881890269,15,62,123,20,58,60,9,14,26,80,452
202100587,yntcnj,23,男,18523543661,146,79,30,121,9,73,57,93,67,66,595
202100588,gfatjl,22,女,15910434779,113,89,62,29,29,36,81,25,59,59,469
202100589,hwcvjl,18,女,17896369543,25,12,30,12,64,66,94,72,29,30,409
202100590,qoiyzj,17,男,18149107010,117,95,111,53,21,86,92,13,15,46,532
202100591,wwsuqr,17,女,13088150994,28,12,53,55,41,55,71,88,34,67,476
202100592,ymakzt,22,女,17373220919,150,81,82,16,94,62,100,88,18,61,602
202100593,mosqjo,22,男,18058941310,11,65,97,117,99,38,69,30,57,63,635
202100594,ltxexa,25,男,17526586403,163,131,79,65,33,71,88,81,69,62,679
202100595,ywbgpm,22,女,18187130475,16,29,38,117,13,73,54,77,48,57,506
202100596,iepdna,26,男,13622877763,83,126,96,84,25,69,61,18,53,26,558
202100597,fgzghr,19,女,13111282313,78,25,75,16,5,66,12,66,2,77,344
202100598,ghapyn,21,男,15721275561,138,146,84,52,72,64,69,86,98,39,710
202100599,ruhwec,25,男,13674513994,4,133,82,14,86,93,86,94,72,66,726
202100600,mzeyhg,25,男,18520364560,113,134,110,15,8,57,5,25,12,67,433
202100601,idpjlu,25,男,15970168806,55,2,90,16,83,75,64,80,93,43,546
202100602,axhtjk,18,女,18777849837,57,115,70,86,100,31,38,63,81,99,683
202100603,szovqw,25,男,13177171566,157,96,125,106,87,40,28,37,49,46,614
202100604,ivtvrh,25,女,13189517581,12,141,71,126,94,74,61,53,50,45,715
202100605,bfpztr,21,女,13523873450,147,116,89,111,83,11,41,3,32,55,541
202100606,hxvgsr,17,男,14950423291,95,121,63,11,100,62,0,75,19,89,540
202100607,gktwxk,16,女,15390097604,105,107,82,79,19,52,14,17,86,70,526
202100608,zqhokq,26,女,18667790360,164,97,78,36,52,30,81,80,90,93,637
202100609,ksifwi,17,女,13151322072,154,110,18,58,100,40,7,87,0,13,433
202100610,jbopup,23,女,15923892432,61,99,67,69,35,21,41,74,65,32,503
202100611,qramwt,18,男,18816378515,150,59,86,81,47,69,64,92,66,77,641
202100612,twkebl,20,男,18132623822,21,148,123,15,71,62,47,93,30,14,603
202100613,tiqycy,19,女,18068935082,134,38,49,114,87,74,17,53,77,81,590
202100614,apmrhx,16,女,17512564804,56,107,132,44,99,95,4,56,22,44,603
202100615,wtwwwm,18,女,15978587204,7,47,20,107,27,43,47,25,7,71,394
202100616,giravd,18,男,18165546967,8,94,125,20,27,52,84,4,60,94,560
202100617,rkvjkj,18,男,14920361680,75,72,15,94,55,68,81,43,50,61,539
202100618,jhrufj,16,男,17787875737,116,48,65,19,30,42,74,12,66,37,393
202100619,fmrowu,25,女,13154218587,31,88,12,103,0,16,28,13,26,57,343
202100620,rnggru,25,男,18734328697,129,132,141,44,72,66,70,64,55,57,701
202100621,lzdqjp,24,女,13382540284,134,7,36,95,83,86,51,54,23,95,530
202100622,obdepj,23,男,13128176090,162,46,139,104,2,33,64,42,52,68,550
202100623,zpiwpg,21,男,13384120483,36,70,79,2,8,96,64,6,99,64,488
202100624,nnxeqf,19,女,18191612432,30,1,136,22,83,38,12,38,49,54,433
202100625,acdofz,16,女,14917262074,26,102,92,39,16,48,24,37,69,26,453
202100626,onjkwb,22,男,17846773374,156,77,100,52,28,45,5,25,17,54,403
202100627,hihabe,26,男,18774864784,93,145,5,81,15,91,24,63,28,92,544
